CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,MeanBalance_Neighbors,Balance_to_Salary,IsHighCreditScore
806,Germany,0,59,0,135296.33,1,1,0,182822.5,0,121945.62180000002,0.7400379601090669,1
744,Spain,1,36,2,153804.44,1,1,1,87213.33,0,132890.8479,1.763522577081083,1
474,Spain,1,37,3,0.0,2,0,0,57175.32,0,2185.3423,0.0,0
559,France,1,49,2,147069.78,1,1,0,120540.83,1,132017.43959999998,1.2200725673403165,0
706,Spain,1,42,9,0.0,2,1,1,28714.34,0,2599.726,0.0,1
628,Spain,0,22,3,0.0,1,1,0,85426.28,0,17037.4224,0.0,0
429,France,1,24,4,95741.75,1,1,0,46170.75,0,114856.43280000002,2.0736001992560387,0
525,Spain,0,57,2,145965.33,1,1,1,64448.36,0,127478.1102,2.26480650855183,0
680,France,0,30,8,141441.75,1,1,1,16278.97,0,128847.89570000001,8.688084191801337,0
749,France,1,40,1,139290.41,1,1,0,182855.42,1,126142.50529999999,0.7617474409703525,1
763,France,0,31,4,0.0,2,0,0,50404.72,0,0.0,0.0,1
734,France,1,30,3,0.0,2,1,0,107640.25,0,0.0,0.0,1
716,France,1,35,4,144428.87,1,1,0,134132.65,0,131650.5148,1.076753447028393,1
594,France,1,35,2,0.0,2,1,0,103480.69,0,0.0,0.0,0
644,France,0,46,9,95441.27,1,1,0,108761.05,1,109033.49070000001,0.877523639909325,0
671,Germany,1,35,1,144848.74,1,1,1,179012.3,0,128776.34910000002,0.8091507167344549,0
664,Germany,1,26,7,116244.14,2,1,1,95145.14,0,121504.026,1.2217430996149712,0
656,France,1,50,7,0.0,2,0,1,72143.44,0,520.1608,0.0,0
667,Spain,0,40,1,146502.07,1,1,0,19162.89,0,128288.07160000002,7.644693744328527,0
663,Germany,1,44,2,117028.6,2,0,1,144680.18,0,116906.33009999998,0.8088723080638409,0
584,Germany,0,30,8,112013.81,1,1,0,177772.03,1,117113.70889999998,0.6300945087114733,0
626,Spain,0,37,6,108269.37,1,1,0,5597.94,0,115734.15699999999,19.33747637945754,0
485,France,1,29,7,182123.79,1,1,0,116828.51,1,142075.4271,1.5588851652292304,0
659,Germany,0,32,3,150923.74,2,0,1,174652.51,0,133284.91220000002,0.8641323040115253,0
649,France,1,33,2,0.0,2,1,0,2010.98,0,0.0,0.0,0
805,Spain,0,39,5,165272.13,1,1,0,14109.85,1,132382.8408,11.712414914764171,1
716,Germany,0,39,10,115301.31,1,1,0,43527.4,1,119032.36350000002,2.64887544683471,1
642,Germany,0,40,6,129502.49,2,0,1,86099.23,1,124387.39979999998,1.5040899426168781,0
659,France,1,31,4,118342.26,1,0,0,161574.19,0,116706.32010000001,0.7324284130502956,0
545,Spain,0,47,5,0.0,2,1,1,38970.14,0,1582.431,0.0,0
543,France,1,22,8,0.0,2,0,0,127587.22,0,0.0,0.0,0
718,France,0,25,7,0.0,2,1,0,30380.12,0,0.0,0.0,1
840,France,0,43,7,0.0,2,1,0,90908.95,0,1499.5193,0.0,1
630,Germany,0,34,9,106937.05,2,1,0,138275.01,0,116842.727,0.7733593846105337,0
643,Germany,1,59,3,170331.37,1,1,1,32171.79,0,134264.8998,5.2942679201897,0
654,Germany,0,32,1,114510.85,1,1,1,126143.23,0,118211.26090000002,0.9077771531840974,0
582,France,1,39,5,0.0,2,1,1,129892.93,0,0.0,0.0,0
659,Spain,1,32,3,107594.11,2,1,1,102416.84,0,115125.88989999998,1.0505407065800256,0
762,Spain,1,39,2,81273.13,1,1,1,18719.67,0,99182.6275,4.34135797490154,1
568,Spain,0,32,7,169399.6,1,1,0,61936.22,0,141483.2344,2.735021042274742,0
670,Spain,1,25,6,0.0,2,1,1,78358.94,0,142.628,0.0,0
613,France,0,45,1,187841.99,2,1,1,147224.27,0,144955.65790000002,1.2758814434505708,0
539,France,1,30,0,0.0,2,1,0,160979.66,0,1546.3109999999997,0.0,0
850,Spain,0,57,8,126776.3,2,1,1,132298.49,0,117816.93020000002,0.9582523711920583,1
522,Spain,1,34,9,126436.29,1,1,0,174248.52,1,122495.08640000003,0.7256048108482595,0
737,France,1,41,1,101960.74,1,1,1,123547.28,0,113077.1537,0.8252704125059451,1
520,France,1,58,3,0.0,2,0,1,32790.02,0,4207.1865,0.0,0
706,Spain,1,28,3,0.0,2,0,1,181543.67,0,862.2783999999999,0.0,1
643,Germany,0,45,2,150842.93,1,0,1,2319.96,1,131082.74479999996,64.99161122983593,0
648,France,0,50,9,102535.57,1,1,1,189543.19,0,112091.34730000001,0.5409586545491054,0
443,Germany,0,29,9,99027.61,2,1,0,10940.4,0,108866.52380000001,9.050725684098927,0
640,France,1,68,9,0.0,2,1,1,199493.38,0,13575.6455,0.0,0
628,Spain,0,33,3,0.0,1,1,1,188193.25,0,22566.985700000005,0.0,0
540,Germany,0,42,9,87271.41,2,1,0,172572.64,0,109228.44979999999,0.5057053325177587,0
460,Germany,0,35,8,102742.91,2,1,1,189339.6,0,114499.6916,0.5426353882896748,0
636,Germany,1,34,2,40105.51,2,0,1,53512.16,0,31262.0542,0.7494513499109378,0
593,France,0,29,2,152265.43,1,1,0,34004.44,0,131230.21670000002,4.477678571428571,0
801,Spain,1,42,4,141947.67,1,1,1,10598.29,0,118447.37980000001,13.392186646464056,1
640,Germany,0,75,1,106307.91,2,0,1,113428.77,0,99983.287,0.9372134846081412,0
611,Germany,1,31,0,107884.81,2,1,1,183487.98,0,114012.82759999998,0.5879634297383962,0
802,Germany,1,31,1,125013.72,1,1,1,187658.09,0,124506.2101,0.6661746041718523,1
717,Germany,1,35,7,58469.37,2,1,1,172459.39,0,82360.0798,0.3390307188798541,1
769,France,0,39,8,0.0,1,0,1,21016.0,0,8933.4315,0.0,1
745,Germany,1,45,10,117231.63,3,1,1,122381.02,1,120613.54759999998,0.9579154683016345,1
572,Spain,1,35,4,152390.26,1,1,0,128123.66,0,132486.99829999998,1.1893905513583412,0
629,Spain,0,30,2,34013.63,1,1,0,19570.63,0,58568.816399999996,1.73790481426432,0
687,Spain,0,39,2,0.0,3,0,0,188150.6,1,3705.6118,0.0,0
483,France,0,50,9,0.0,2,1,1,111020.24,0,1038.9438,0.0,0
690,France,1,36,7,101583.11,2,1,0,123775.15,0,110377.29459999996,0.820700191434295,0
492,Germany,0,30,10,77168.87,2,0,1,146700.22,0,94120.14559999999,0.5260274590763457,0
709,Germany,1,28,8,124695.72,2,1,0,145251.35,0,122060.3185,0.8584764377306116,1
705,Germany,1,44,3,105934.96,1,1,0,82463.69,0,112636.7991,1.2846099342639863,1
560,France,0,66,9,0.0,1,1,1,15928.49,0,30742.378499999995,0.0,0
611,Spain,1,46,6,0.0,2,1,0,45886.33,0,565.8095,0.0,0
730,Spain,1,62,2,0.0,2,1,1,186489.95,0,8936.5285,0.0,1
709,Spain,0,45,2,0.0,2,0,1,162922.65,0,2549.6197,0.0,1
544,France,0,21,10,161525.96,2,1,0,9262.77,0,130981.43960000003,17.436309407509036,0
712,Germany,0,29,7,147199.07,1,1,1,84932.4,0,131650.67659999998,1.7331117087035255,1
752,Germany,1,38,3,183102.29,1,1,1,71557.12,0,146589.2269,2.5587912315192187,1
648,Spain,1,46,9,127209.0,2,1,0,77405.95,1,123211.5376,1.6433795673385918,0
556,Spain,1,38,8,0.0,2,0,0,417.41,1,2631.0721999999996,0.0,0
594,Spain,0,24,0,97378.54,1,1,1,71405.17,0,110667.9514,1.3637272521408164,0
645,Germany,0,37,2,136925.09,2,0,1,153400.24,0,126972.28550000003,0.8925944144910433,0
557,France,1,33,3,54503.55,1,1,1,371.05,0,71904.34850000001,146.49522913586884,0
547,Germany,1,32,8,155726.85,1,1,0,67789.99,0,138609.65119999996,2.2971614664426645,0
701,France,0,39,9,0.0,2,0,1,145894.9,0,0.0,0.0,1
616,France,0,66,1,135842.41,1,1,0,183840.51,1,121593.02790000003,0.7389104343192133,0
605,France,1,52,1,63349.75,1,1,0,108887.44,0,69727.5361,0.5817858167496935,0
593,Germany,0,38,4,129499.42,1,1,1,154071.27,0,121192.72540000002,0.8405108849243281,0
751,Spain,1,52,8,0.0,2,0,1,179291.85,0,2171.9094,0.0,1
443,Spain,1,36,6,70438.01,2,0,1,56937.43,0,50911.8749,1.2370908365404525,0
685,France,1,23,8,0.0,2,1,1,112239.03,0,0.0,0.0,0
718,France,1,36,9,0.0,1,1,0,45909.87,0,8679.3868,0.0,1
538,Spain,0,49,9,141434.04,1,0,0,173779.25,1,123731.70250000001,0.8138671684498096,0
611,Spain,0,37,4,0.0,2,1,0,125696.26,0,0.0,0.0,0
668,Germany,1,37,10,152958.29,2,1,1,159585.61,0,127125.45059999998,0.9584656883180864,0
537,Germany,0,41,3,138306.34,1,1,0,106761.47,0,125791.5743,1.2954584134293632,0
709,Spain,1,23,10,0.0,2,0,0,129590.18,0,2199.757,0.0,1
850,France,1,38,1,0.0,2,1,1,80006.65,0,764.0885000000001,0.0,1
745,Spain,0,31,3,124328.84,1,1,1,140451.52,0,121055.39480000001,0.8852019173454488,1
693,Germany,0,41,9,181461.48,3,1,1,187929.43,1,136547.9736,0.9655779535011974,0
795,Spain,1,35,8,0.0,2,1,0,167155.36,0,0.0,0.0,1
626,Spain,1,26,8,0.0,2,0,0,191420.71,0,1379.4041,0.0,0
487,Germany,0,61,5,110368.03,1,0,0,11384.45,1,117607.35149999999,9.693778462862689,0
556,France,0,39,9,89588.35,1,1,1,94898.1,0,104676.6109,0.9440379308128317,0
643,France,0,46,6,0.0,2,0,0,106781.59,0,0.0,0.0,0
605,France,0,28,6,0.0,2,0,0,159508.52,0,0.0,0.0,0
756,Germany,0,60,3,115924.89,1,1,0,93524.19,1,117383.55459999999,1.2395044586383626,1
586,France,0,38,2,0.0,2,1,0,87168.46,0,0.0,0.0,0
535,Germany,1,40,7,111756.5,1,1,0,8128.32,1,120545.7538,13.74733680061801,0
678,France,0,35,4,0.0,1,1,0,125518.32,0,2099.8112,0.0,0
596,France,1,39,9,0.0,1,1,0,48963.59,0,6218.6049,0.0,0
648,France,1,26,9,162923.85,1,1,0,98368.24,0,140336.128,1.6562479287224339,0
492,Germany,1,39,10,124576.65,2,1,0,148584.61,0,122990.3295,0.8384166542103236,0
702,France,1,45,0,80793.58,1,1,1,27474.81,0,99777.5099,2.9405349651202277,1
486,Germany,0,40,9,71340.09,1,1,0,76192.21,0,99688.3692,0.9363050854531525,0
568,Germany,1,40,1,99282.63,1,0,0,134600.94,1,111496.38299999999,0.7376017760219504,0
619,Germany,1,57,3,137946.39,1,1,1,72467.99,1,129185.59000000003,1.90352301032483,0
724,Germany,1,41,2,127892.57,2,0,1,199645.45,0,121362.11129999999,0.6405952622748864,1
548,Germany,0,33,0,101084.36,1,1,0,42749.85,0,110293.8241,2.3644994193097917,0
545,Germany,0,37,8,114754.08,1,1,0,136050.44,1,117027.21159999998,0.8434609732906906,0
683,France,1,33,8,0.0,1,0,0,73564.44,0,5242.140600000001,0.0,0
762,France,0,51,3,99286.98,1,0,1,85578.63,0,109997.1085,1.1601707088474207,1
627,Germany,0,30,4,79871.02,2,1,0,129826.89,0,100681.3629,0.6152069482142859,0
516,France,1,35,10,104088.59,2,0,0,119666.0,0,112465.6407,0.8698186634577619,0
800,France,0,38,2,168190.33,2,1,0,68052.08,0,134682.96279999998,2.4714580148319514,1
464,Germany,0,42,3,85679.25,1,1,1,164104.74,0,108586.70109999999,0.5220978254630216,0
626,France,0,35,3,0.0,1,0,0,80190.36,0,3384.3410999999996,0.0,0
790,France,0,31,9,0.0,2,1,0,84126.75,0,688.8158999999999,0.0,1
534,France,0,34,7,121551.58,2,1,1,70179.0,0,121257.7321,1.7319974351667142,0
745,France,1,46,2,122220.19,1,1,1,118024.1,0,119345.72720000001,1.0355440495284478,1
553,Spain,1,47,3,116528.15,1,0,0,145704.19,1,117896.63649999998,0.7997529120273615,0
748,France,0,26,1,77780.29,1,0,1,183049.41,0,103824.68670000002,0.42491185897917405,1
722,France,1,37,2,0.0,1,0,0,120906.83,0,4007.804,0.0,1
501,France,1,40,4,125832.2,1,1,1,100433.83,0,118134.93110000002,1.2528741274316888,0
675,France,0,38,6,68065.8,1,0,0,138777.0,1,92807.96269999999,0.49046534753347076,0
778,Spain,0,47,6,127299.34,2,1,0,124694.99,0,122456.11509999998,1.0208775759348796,1
494,Germany,0,38,7,174937.64,1,1,0,40084.32,0,140132.11020000002,4.364132305791746,0
850,France,1,40,9,0.0,2,0,1,119232.33,0,2309.2477,0.0,1
592,Spain,1,31,7,110071.1,1,0,0,43921.36,0,117400.61110000001,2.506037926923781,0
590,Spain,0,44,3,139432.37,1,1,0,62222.81,0,129647.00120000001,2.240820194070405,0
758,France,0,39,6,127357.76,1,0,1,56577.0,0,131033.2208,2.2510120541553253,1
506,France,1,36,5,0.0,2,1,0,164253.35,0,335.6395,0.0,0
733,France,1,33,3,0.0,1,1,1,7666.73,0,15655.710500000001,0.0,1
711,France,1,38,3,0.0,2,1,0,68487.51,0,0.0,0.0,1
514,Germany,1,43,1,95556.31,1,0,1,199273.98,1,113172.9637,0.47951985743518827,0
637,Spain,1,37,8,0.0,1,1,1,186062.36,0,21264.068600000002,0.0,0
468,Germany,1,29,1,111681.98,2,1,1,195711.16,0,116769.10380000001,0.5706440519587541,0
539,France,1,39,3,0.0,2,1,0,36692.17,0,557.7639,0.0,0
509,Spain,0,25,3,108738.71,2,1,0,106920.57,0,115071.3013,1.0169950740528781,0
662,France,0,32,4,133950.37,1,1,1,48725.68,1,126186.81149999998,2.749014913390364,0
818,Spain,1,26,4,0.0,2,1,1,167036.94,0,4430.6699,0.0,1
608,France,1,33,9,89968.69,1,1,0,68777.26,0,107839.16719999998,1.308097791366051,0
850,Spain,0,32,9,0.0,2,1,1,18924.92,0,4330.2074,0.0,1
816,Germany,0,38,5,130878.75,3,1,0,71905.77,1,121045.1416,1.8201172156668974,1
536,France,1,35,8,0.0,2,1,0,64833.28,0,0.0,0.0,0
753,France,1,35,3,0.0,2,1,1,184843.77,0,1126.876,0.0,1
631,Spain,1,27,10,134169.62,1,1,1,176730.02,0,121599.1133,0.7591741393220047,0
703,France,1,37,1,149762.08,1,1,0,20629.4,1,132123.4338,7.2592911431673635,1
774,France,1,26,2,93844.69,1,1,0,28415.36,0,110749.63629999998,3.302488073771588,1
785,France,1,28,8,0.0,2,1,0,77231.27,0,0.0,0.0,1
571,France,0,33,1,0.0,2,1,0,102750.7,0,616.8733,0.0,0
621,Germany,1,46,6,141078.37,1,0,0,34580.8,1,130118.23530000001,4.079555430891393,0
605,Germany,0,31,1,117992.59,1,1,1,183598.77,0,119277.64680000002,0.6426619706549741,0
611,France,0,40,8,100812.33,2,1,0,147358.27,0,112772.89939999998,0.6841261496477283,0
569,France,1,38,7,0.0,1,1,1,108469.2,0,2685.3828,0.0,0
658,France,1,29,4,80262.6,1,1,1,20612.82,0,102898.3092,3.893630583754006,0
788,Spain,1,34,6,156478.62,1,0,1,181196.76,0,131684.8758,0.8635792186393474,1
525,France,0,23,5,0.0,2,1,0,160249.1,0,1604.4595000000002,0.0,0
798,France,1,37,8,0.0,3,0,0,110783.28,0,3594.5293,0.0,1
486,Germany,1,37,9,115217.99,2,1,0,144995.33,0,120127.70580000003,0.7946269398680643,0
615,Spain,1,61,9,0.0,2,1,0,150227.85,1,8526.2673,0.0,0
730,France,0,35,0,155470.55,1,1,1,53718.28,0,136352.7383,2.8941294447729007,1
641,France,1,37,7,0.0,2,1,0,75248.3,0,0.0,0.0,0
542,France,1,39,3,135096.77,1,1,1,14353.43,1,122986.50660000001,9.41150362640662,0
692,France,1,30,2,0.0,2,0,1,130486.57,0,0.0,0.0,0
714,Germany,0,55,9,180075.22,1,1,1,100127.71,0,139427.9646,1.798437431182325,1
591,Spain,1,29,1,97541.24,1,1,1,196356.17,0,111697.1725,0.4967541546865846,0
710,France,0,41,2,156067.05,1,1,1,9983.88,0,135214.00980000003,15.6303380711636,1
639,France,0,38,4,81550.94,2,0,1,118974.77,0,97978.7868,0.6854415819288247,0
531,France,0,47,6,0.0,1,0,0,194998.34,1,9270.306100000002,0.0,0
673,France,0,38,2,170061.92,2,0,0,134901.34,1,142722.41059999997,1.260629874915439,0
765,Germany,1,36,8,92310.54,2,1,1,72924.56,0,107833.9886,1.2658187335140108,1
622,France,0,32,6,169089.38,2,1,0,101057.95,0,141126.54700000002,1.6731757058627663,0
806,France,1,40,5,80613.93,1,1,1,142838.64,0,104931.86279999999,0.5643666562027179,1
757,Germany,1,26,8,121581.56,2,1,1,127059.04,0,122831.40380000001,0.9568827461411157,1
570,France,0,58,8,0.0,1,0,1,116503.92,1,14262.4135,0.0,0
555,Spain,1,32,4,0.0,2,1,1,54405.79,0,658.4836,0.0,0
692,France,1,54,5,0.0,2,1,1,88721.84,0,520.1608,0.0,0
774,France,1,60,5,85891.55,1,1,0,74135.48,1,101359.79639999996,1.1585598614878938,1
638,Spain,1,44,9,77637.35,2,1,1,111346.22,0,68974.3481,0.6972544981365498,0
543,Spain,0,41,4,0.0,1,0,0,194902.16,0,17171.1946,0.0,0
584,France,1,31,5,0.0,2,1,0,31474.27,0,0.0,0.0,0
691,Germany,1,30,7,116927.89,1,1,0,21198.39,0,122885.56350000002,5.515625213744358,0
684,Germany,0,40,6,137326.65,1,1,0,186976.6,0,127809.77089999997,0.734455089807549,0
733,France,1,22,5,0.0,2,1,1,117202.19,0,567.3847000000001,0.0,1
599,Spain,0,37,2,0.0,2,1,1,143739.29,0,0.0,0.0,0
524,Germany,0,31,10,67238.98,2,1,1,161811.23,0,80769.63010000001,0.4155370703438176,0
632,Germany,0,38,6,86569.76,2,1,0,98090.91,0,104410.7193,0.8825372041384452,0
735,Spain,1,34,5,0.0,2,0,0,71095.41,0,142.628,0.0,1
734,France,1,34,6,133598.4,1,1,1,13107.24,0,130289.97239999998,10.19194033676527,1
605,France,0,51,3,136188.78,1,1,1,67110.59,1,128322.39119999997,2.0292885327258676,0
793,Spain,1,38,9,0.0,2,1,0,88225.02,0,675.6275999999999,0.0,1
468,France,0,56,10,0.0,3,0,1,62256.87,1,13744.437300000001,0.0,0
779,Germany,1,37,7,120092.52,2,1,0,135925.72,0,122731.12199999999,0.8835092908885023,1
698,France,1,48,4,101238.24,2,0,1,177815.87,1,114551.81229999999,0.5693399057131081,0
707,France,1,58,6,89685.92,1,0,1,126471.13,0,110678.13130000001,0.7091358388603085,1
850,France,0,35,1,211774.31,1,1,0,188574.12,1,143501.18349999998,1.1230235992956017,1
850,France,1,56,7,131317.48,1,1,1,119175.45,0,121749.88140000001,1.1018744055557956,1
527,Spain,1,37,5,93722.73,2,1,1,139093.73,0,102345.74519999999,0.6738050391988251,0
696,Germany,1,32,8,101160.99,1,1,1,115916.55,0,111662.02979999999,0.8726977925258083,0
661,France,1,48,3,120320.54,1,0,0,96463.25,0,122552.68229999999,1.247307059351003,0
776,France,0,31,2,0.0,2,1,1,112349.51,0,0.0,0.0,1
701,France,1,43,2,0.0,2,1,1,165303.79,0,604.9552,0.0,1
610,France,1,26,8,0.0,2,1,0,166031.08,0,0.0,0.0,0
572,Germany,0,48,3,152827.99,1,1,0,38411.79,1,129852.07220000001,3.9785704188630917,0
673,France,1,30,1,64097.75,1,1,1,77783.35,0,81985.4885,0.8240442968283466,0
519,Spain,0,57,2,119035.35,2,1,1,29871.79,0,115139.0898,3.9847416327701564,0
702,Spain,0,26,4,135219.57,1,0,1,59747.63,0,127681.01379999999,2.2631409289217177,1
729,France,1,32,6,93694.42,1,1,1,79919.13,0,106742.4895,1.1723506956257452,1
543,Spain,1,35,10,59408.63,1,1,0,76773.53,0,77419.0605,0.7738064954614505,0
550,France,0,40,7,114354.95,1,1,0,54018.93,0,116837.8429,2.1169029652574523,0
608,France,1,59,1,0.0,1,1,0,70649.64,1,15200.285800000001,0.0,0
639,Germany,1,35,10,128173.9,2,1,0,59093.39,0,123243.5118,2.168969000272276,0
686,Spain,1,34,9,0.0,2,1,0,127569.8,0,612.747,0.0,0
564,Germany,0,62,5,114931.35,3,0,1,18260.98,1,111880.4773,6.293476939521345,0
745,Germany,0,28,1,111071.36,1,1,0,73275.96,1,114902.5815,1.515774671875034,1
833,France,1,37,8,151226.18,2,1,1,136129.49,0,130698.89360000001,1.1108913219955354,1
622,France,1,26,9,0.0,2,1,1,153237.59,0,0.0,0.0,0
597,France,0,42,4,64740.12,1,1,1,106841.12,0,80736.8539,0.6059419262740201,0
721,Spain,1,51,0,169312.13,1,1,0,109078.35,1,134012.49680000002,1.5521923260452137,1
504,France,0,49,7,0.0,3,0,1,87822.14,1,5990.8077,0.0,0
842,Spain,0,44,2,112652.08,2,1,0,126644.98,0,114414.3929,0.8895037963305271,1
587,France,1,38,0,0.0,2,1,0,47414.15,0,0.0,0.0,0
479,Germany,0,30,7,143964.36,2,1,0,41879.99,0,128618.4155,3.437463154524284,0
508,France,1,49,7,122451.46,2,1,1,75808.1,0,118695.08180000001,1.6152607008921092,0
749,France,1,24,1,0.0,3,1,1,47911.03,0,2184.0168000000003,0.0,1
721,Germany,0,36,3,65253.07,2,1,0,28737.78,0,100855.8065,2.2705581099824004,1
674,Germany,1,47,6,106901.94,1,1,1,2079.2,1,117546.4612,51.390222094029426,0
685,Spain,0,25,10,128509.63,1,1,0,121562.33,0,120156.505,1.0571414093378324,0
417,France,1,34,7,0.0,2,1,0,55003.79,0,2049.4984999999997,0.0,0
574,Germany,1,33,3,129834.67,1,1,0,193131.42,0,122092.01960000001,0.6722572523038856,0
590,Spain,0,51,3,154962.99,3,0,1,191932.27,1,128558.7765,0.8073795126816732,0
587,Germany,1,40,5,138241.9,2,1,0,159418.1,0,127582.49789999999,0.8671602085321017,0
598,Germany,1,41,3,91536.93,1,1,0,191468.78,1,110469.59560000003,0.4780750779574719,0
741,Spain,1,53,3,0.0,2,1,1,38913.68,0,4737.2011,0.0,1
850,Spain,0,70,5,0.0,1,1,1,705.18,0,40131.7415,0.0,1
584,Germany,0,29,7,105204.01,1,0,1,138490.03,0,112139.82249999998,0.7596449387371875,0
650,Spain,1,61,1,152968.73,1,0,1,82970.69,0,129732.05620000004,1.843625578796816,0
607,Spain,1,36,8,158261.68,1,1,1,76744.72,0,135173.06389999998,2.062156430352077,0
509,France,0,46,1,0.0,1,1,0,71244.59,1,11022.5037,0.0,0
689,Spain,0,38,6,121021.05,1,1,1,12182.15,0,119357.43540000002,9.9334777951515,0
543,France,1,36,4,0.0,2,1,1,141210.5,0,0.0,0.0,0
438,Spain,0,54,2,0.0,1,0,0,191763.07,1,30448.408,0.0,0
687,Spain,0,63,1,137715.66,1,1,1,37938.74,0,126361.0896,3.6298524976713074,0
737,Germany,1,31,5,121192.22,2,1,1,74890.58,0,118539.4175,1.6182355880327268,1
761,France,1,31,7,0.0,3,1,1,166698.18,0,1855.096,0.0,1
601,France,1,44,1,100486.18,2,1,1,62678.53,0,114524.50739999999,1.603173795336372,0
651,France,1,45,1,0.0,1,1,0,67740.08,1,6237.833299999999,0.0,0
745,France,1,35,9,92566.53,2,1,0,161519.77,0,109545.21220000001,0.5730936646723515,1
648,Spain,0,49,10,0.0,2,1,1,159835.78,1,3731.6302,0.0,0
848,Spain,1,40,3,110929.96,1,1,1,30876.84,0,114851.34250000001,3.5925427426270753,1
546,France,0,27,8,0.0,2,1,1,14858.1,0,730.5437,0.0,0
439,Spain,0,32,3,138901.61,1,1,0,75685.97,0,127504.0822,1.83521166192807,0
755,France,1,30,4,123217.66,2,0,1,144183.1,0,119169.338,0.8545856304543982,1
593,France,0,41,6,0.0,1,1,0,65170.66,0,4231.600799999999,0.0,0
701,France,1,39,2,0.0,2,1,1,82526.92,0,0.0,0.0,1
701,Spain,1,36,8,0.0,2,1,0,169161.46,0,0.0,0.0,1
607,Spain,0,33,2,108431.87,2,0,1,109291.39,1,114904.58019999998,0.9921264417403627,0
586,Spain,0,57,3,0.0,2,0,1,6057.81,0,5181.3849,0.0,0
547,Germany,0,30,9,72392.41,1,1,0,77077.14,0,99588.2356,0.9392080556173256,0
647,Germany,0,51,1,119741.77,2,0,0,54954.51,1,120013.01699999999,2.1788856112881128,0
760,France,0,51,2,100946.71,1,0,0,179614.8,1,113846.6392,0.5620146445914002,1
621,Spain,1,53,9,170491.84,1,1,0,35588.07,1,131368.3511,4.790567441071093,0
725,France,1,44,5,0.0,1,1,1,117356.14,0,4786.62,0.0,1
526,France,1,36,1,0.0,1,1,0,160696.72,0,12737.798499999999,0.0,0
519,Spain,0,47,6,157296.02,2,0,0,147278.43,1,128482.05269999997,1.068010787385584,0
713,Germany,0,38,7,144606.22,1,1,1,56594.36,1,131058.51679999998,2.5550896751959877,1
700,France,1,38,8,134811.3,1,1,0,1299.75,0,129612.55200000001,103.64120699596386,0
666,France,0,34,9,115897.12,1,1,1,25095.03,0,118672.28469999999,4.6181455792011725,0
630,Spain,1,32,4,82034.0,1,0,0,146326.45,0,102596.0061,0.5606193506413184,0
779,Spain,0,26,4,174318.13,2,0,1,38296.21,0,135168.19280000002,4.551718780558688,1
611,Germany,0,41,2,114206.84,1,1,0,164061.6,0,117878.26860000002,0.6961174576045972,0
685,Spain,1,43,9,0.0,2,1,0,107811.28,0,919.0015000000001,0.0,0
646,Germany,1,39,9,111574.41,1,1,1,30838.51,0,118728.9229,3.61790475918716,0
683,Germany,0,57,5,162448.69,1,0,0,9221.78,1,131849.6114,17.613852872994908,0
484,Germany,0,34,4,148249.54,1,0,1,33738.27,0,131802.1506,4.3939759218264065,0
601,France,0,43,8,0.0,3,0,1,110916.15,1,6318.8256,0.0,0
762,Spain,0,26,7,123709.46,2,1,1,169654.57,0,121595.78150000004,0.72918006759224,1
687,France,0,72,9,0.0,1,0,1,69829.4,0,27153.0953,0.0,0
566,France,1,30,5,0.0,1,1,0,54926.51,1,3139.5988,0.0,0
702,France,1,37,10,150525.8,1,1,1,94728.49,0,136102.5793,1.589006760196851,1
601,France,1,29,9,0.0,1,1,1,80393.27,0,9760.0667,0.0,0
699,France,1,53,4,0.0,2,0,1,111307.98,0,770.659,0.0,0
584,France,1,28,10,0.0,2,1,0,19834.32,0,1477.3627,0.0,0
699,France,1,35,5,0.0,2,1,1,78397.24,0,0.0,0.0,0
698,Germany,0,51,2,111018.98,1,1,0,86410.28,0,115657.1816,1.2847741637434371,0
495,France,1,30,10,129755.99,1,0,0,172749.65,0,126310.16430000002,0.7511172316862484,0
650,France,0,27,6,0.0,2,1,0,1002.39,0,0.0,0.0,0
605,France,0,64,2,129555.7,1,1,1,13601.79,0,118893.42649999999,9.52420055003422,0
667,Spain,1,38,1,87202.38,1,1,1,77866.91,0,105371.55769999996,1.1198756971902804,0
688,Germany,1,26,8,146133.39,1,1,1,175296.76,0,128238.1532,0.8336295341138416,0
727,Spain,0,31,0,0.0,1,1,0,121751.04,1,22954.337799999994,0.0,1
754,Spain,1,39,6,170184.99,2,1,0,89593.26,0,140134.27620000002,1.899507736321501,1
612,Germany,0,62,8,140745.33,1,1,0,193437.89,1,123706.25350000002,0.7275958314276926,0
546,Spain,1,42,7,139070.51,1,1,1,86945.0,0,126104.40119999998,1.5995044050330092,0
673,Spain,0,37,8,0.0,2,1,1,183318.79,0,0.0,0.0,0
593,France,1,35,9,114193.24,1,1,0,71154.1,0,118653.0824,1.6048496875136147,0
656,Spain,0,40,10,167878.5,1,0,1,151887.16,0,132845.31570000004,1.1052770670208922,0
535,Germany,0,53,5,141616.55,2,1,1,75888.65,0,127451.43149999999,1.8660851644460081,0
